PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
TJ Hockenson,MIN,TE,1,TB,0,0,0,0,0,0,5.11,48.53,0.45,0,0,0,0,0,0,8,35,0,7.55,12.66,10.1,3.5,11.5,7.5,0,0,0,0,0,0,2.89,-13.53,-0.45,-4.05,-1.16,-2.61
Tyler Higbee,LA,TE,1,SEA,0,0,0,0,0,0,4.02,42.84,0.32,0,0,0,0,0,0,3,49,0,6.2,10.22,8.21,4.9,7.9,6.4,0,0,0,0,0,0,-1.02,6.16,-0.32,-1.3,-2.32,-1.81
Evan Engram,JAC,TE,1,IND,0,0,0,0,0,0,3.76,41.01,0.29,0,0,0,0,0,0,5,49,0,5.84,9.6,7.72,4.9,9.9,7.4,0,0,0,0,0,0,1.24,7.99,-0.29,-0.94,0.3,-0.32
Taysom Hill,NO,TE,1,TEN,0,0,0,5,20.3,0.16,2.14,22.11,0.11,0,0,0,3,4,0,0,0,0,5.86,8,6.93,0.4,0.4,0.4,0,0,0,-2,-16.3,-0.16,-2.14,-22.11,-0.11,-5.46,-7.6,-6.53
Kyle Pitts,ATL,TE,1,CAR,0,0,0,0,0,0,3.4,41.14,0.26,0,0,0,0,0,0,2,44,0,5.67,9.07,7.37,4.4,6.4,5.4,0,0,0,0,0,0,-1.4,2.86,-0.26,-1.27,-2.67,-1.97
George Kittle,SF,TE,1,PIT,0,0,0,0,0,0,3.68,42.36,0.25,0,0,0,0,0,0,3,19,0,5.74,9.42,7.58,1.9,4.9,3.4,0,0,0,0,0,0,-0.68,-23.36,-0.25,-3.84,-4.52,-4.18
Darren Waller,NYG,TE,1,DAL,0,0,0,0,0,0,4.04,42.72,0.21,0,0,0,0,0,0,3,36,0,5.53,9.57,7.55,3.6,6.6,5.1,0,0,0,0,0,0,-1.04,-6.72,-0.21,-1.93,-2.97,-2.45
Isaiah Likely,BAL,TE,1,HOU,0,0,0,0,0,0,2.99,29.17,0.31,0,0,0,0,0,0,1,4,0,4.78,7.77,6.28,0.4,1.4,0.9,0,0,0,0,0,0,-1.99,-25.17,-0.31,-4.38,-6.37,-5.38
Pat Freiermuth,PIT,TE,1,SF,0,0,0,0,0,0,3.82,36.7,0.23,0,0,0,0,0,0,1,3,1,5.05,8.87,6.96,6.3,7.3,6.8,0,0,0,0,0,0,-2.82,-33.7,0.77,1.25,-1.57,-0.16
Greg Dulcich,DEN,TE,1,LV,0,0,0,0,0,0,2.74,29.47,0.29,0,0,0,0,0,0,2,22,0,4.69,7.43,6.06,2.2,4.2,3.2,0,0,0,0,0,0,-0.74,-7.47,-0.29,-2.49,-3.23,-2.86
David Njoku,CLE,TE,1,CIN,0,0,0,0,0,0,2.99,32.42,0.22,0,0,0,0,0,0,2,24,0,4.56,7.55,6.06,2.4,4.4,3.4,0,0,0,0,0,0,-0.99,-8.42,-0.22,-2.16,-3.15,-2.66
Luke Musgrave,GB,TE,1,CHI,0,0,0,0,0,0,3.15,33.61,0.19,0,0,0,0,0,0,3,50,0,4.5,7.65,6.08,5,8,6.5,0,0,0,0,0,0,-0.15,16.39,-0.19,0.5,0.35,0.42
Juwan Johnson,NO,TE,1,TEN,0,0,0,0,0,0,2.82,31.73,0.22,0,0,0,0,0,0,3,36,0,4.49,7.31,5.9,3.6,6.6,5.1,0,0,0,0,0,0,0.18,4.27,-0.22,-0.89,-0.71,-0.8
Dalton Schultz,HOU,TE,1,BAL,0,0,0,0,0,0,3.02,26.9,0.2,0,0,0,0,0,0,2,4,0,3.89,6.91,5.4,0.4,2.4,1.4,0,0,0,0,0,0,-1.02,-22.9,-0.2,-3.49,-4.51,-4
Gerald Everett,LAC,TE,1,MIA,0,0,0,0,0,0,2.86,28.55,0.24,0,0,0,1,2,0,2,21,0,4.3,7.16,5.73,2.3,4.3,3.3,0,0,0,1,2,0,-0.86,-7.55,-0.24,-2,-2.86,-2.43
Noah Gray,KC,TE,1,DET,0,0,0,0,0,0,2.46,26.1,0.27,0,0,0,0,0,0,3,31,0,4.23,6.69,5.46,3.1,6.1,4.6,0,0,0,0,0,0,0.54,4.9,-0.27,-1.13,-0.59,-0.86
Cade Otton,TB,TE,1,MIN,0,0,0,0,0,0,2.81,29.53,0.2,0,0,0,0,0,0,2,19,0,4.15,6.96,5.56,1.9,3.9,2.9,0,0,0,0,0,0,-0.81,-10.53,-0.2,-2.25,-3.06,-2.66
Sam LaPorta,DET,TE,1,KC,0,0,0,0,0,0,2.38,27.48,0.22,0,0,0,0,0,0,5,39,0,4.07,6.45,5.26,3.9,8.9,6.4,0,0,0,0,0,0,2.62,11.52,-0.22,-0.17,2.45,1.14
Irv Smith,CIN,TE,1,CLE,0,0,0,0,0,0,2.99,27.4,0.2,0,0,0,0,0,0,3,17,0,3.94,6.93,5.44,1.7,4.7,3.2,0,0,0,0,0,0,0.01,-10.4,-0.2,-2.24,-2.23,-2.24
Adam Trautman,DEN,TE,1,LV,0,0,0,0,0,0,2.36,24.12,0.21,0,0,0,0,0,0,5,34,0,3.67,6.03,4.85,3.4,8.4,5.9,0,0,0,0,0,0,2.64,9.88,-0.21,-0.27,2.37,1.05
Hayden Hurst,CAR,TE,1,ATL,0,0,0,0,0,0,3.08,26.89,0.19,0,0,0,0,0,0,5,41,1,3.83,6.91,5.37,10.1,15.1,12.6,0,0,0,0,0,0,1.92,14.11,0.81,6.27,8.19,7.23
