Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1054,Tyler Higbee,LAR,TE,9,CAR,0.93,0.7,100,5.2,0,0,5,5,0,0,0,0,0,0,0.5,0.52
1054,Khari Lee,DET,TE,5,PHI,0.75,0.5,0,5.2,0,0,5,0,0,0,0,0,0,0,0.5,0.52
1062,Levine Toilolo,ATL,TE,4,CAR,0.79,0.5,0,5.1,0,0,5,0,0,0,0,0,0,0,0.5,0.51
1062,Jace Amaro,TEN,TE,3,LV,0.58,0.4,0,5.1,0,0,5,0,0,0,0,0,0,0,0.5,0.51
1062,Gavin Escobar,DAL,TE,12,WAS,1.06,0.6,100,7.1,0,0,7,7,0,0,0,0,0.1,0.1,0.5,0.51
1062,Brandon Williams,SEA,TE,9,BUF,0.83,0.6,100,5.1,0,0,5,5,0,0,0,0,0,0,0.5,0.51
1062,Darren Waller,BAL,TE,10,CLE,0.68,0.5,0,5.1,0,0,5,0,0,0,0,0,0,0,0.5,0.51
1062,Levine Toilolo,ATL,TE,5,DEN,0.79,0.5,0,5.1,0,0,5,0,0,0,0,0,0,0,0.5,0.51
1068,Phillip Supernaw,TEN,TE,2,DET,0.64,0.4,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1068,Randall Telfer,CLE,TE,2,BAL,0.65,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1068,Levine Toilolo,ATL,TE,6,SEA,0.79,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1068,Matt Lengel,NE,TE,17,MIA,0.66,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1068,Stephen Anderson,HOU,TE,16,CIN,0.56,0.4,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1073,Randall Telfer,CLE,TE,4,WAS,0.78,0.6,100,4.9,0,0,5,5,0,0,0,0,0,0,0.5,0.49
1073,Logan Paulsen,CHI,TE,3,DAL,1.29,0.8,100,4.9,0,0,5,5,0,0,0,0,0,0,0.5,0.49
1073,David Johnson,PIT,TE,12,IND,0.62,0.4,0,4.9,0,0,5,0,0,0,0,0,0,0,0.5,0.49
1073,Ryan Hewitt,CIN,TE,10,NYG,0.31,0.2,0,2.8,0,0,0,0,0.5,2.1,0,0,0,0,0.5,0.49
1073,David Johnson,PIT,TE,5,NYJ,0.46,0.3,0,4.9,0,0,0,0,0,0,0,0,0,0,0.5,0.49
1078,Lee Smith,LV,TE,2,ATL,1.16,0.7,100,4.8,0,0,5,5,0,0,0,0,0,0,0.5,0.48
1078,Phillip Supernaw,TEN,TE,3,LV,0.96,0.6,100,4.8,0,0,5,5,0,0,0,0,0,0,0.5,0.48
1078,Brandon Myers,TB,TE,11,KC,0.63,0.4,0,4.8,0,0,5,0,0,0,0,0,0,0,0.5,0.48
1081,Blake Bell,SF,TE,10,ARI,0.7,0.5,0,4.7,0,0,5,0,0,0,0,0,0,0,0.5,0.47
1081,David Johnson,PIT,TE,17,CLE,0.46,0.3,0,4.7,0,0,0,0,0,0,0,0,0,0,0.5,0.47
1081,Derek Carrier,WAS,TE,16,CHI,0.6,0.4,0,4.7,0,0,5,0,0,0,0,0,0,0,0.5,0.47
1081,Matt Lengel,NE,TE,14,BAL,0.66,0.5,0,4.7,0,0,5,0,0,0,0,0,0,0,0.5,0.47
1085,Ryan Hewitt,CIN,TE,11,BUF,0.46,0.3,0,2.6,0,0,0,0,0.5,2,0,0,0,0,0.5,0.46
1086,Stephen Anderson,HOU,TE,3,NE,1.27,0.9,100,4.5,0,0,4,4,0,0,0,0,0,0,0.4,0.45
1086,Brandon Williams,SEA,TE,8,NO,0.83,0.6,100,4.5,0,0,4,4,0,0,0,0,0,0,0.4,0.45
1086,Luke Stocker,TB,TE,12,SEA,0.78,0.5,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1086,Phillip Supernaw,TEN,TE,11,IND,0.48,0.3,0,4.5,0,0,0,0,0,0,0,0,0,0,0.4,0.45
1090,Clay Harbor,DET,TE,13,NO,0.52,0.4,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1090,Ryan Hewitt,CIN,TE,13,PHI,0.46,0.3,0,3.4,0,0,0,0,0,1,0,0,0,0,0.4,0.44
1090,Larry Donnell,NYG,TE,17,WAS,1.13,0.7,100,6.4,0,0,6,6,0,0,0,0,0.1,0.1,0.4,0.44
1090,David Johnson,PIT,TE,15,CIN,0.46,0.3,0,4.4,0,0,0,0,0,0,0,0,0,0,0.4,0.44
1090,Greg Scruggs,NE,TE,15,DEN,0.35,0.2,0,4.4,0,0,0,0,0,0,0,0,0,0,0.4,0.44
1090,Luke Stocker,TB,TE,11,KC,0.78,0.5,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1096,Phillip Supernaw,TEN,TE,8,JAX,0.48,0.3,0,4.3,0,0,0,0,0,0,0,0,0,0,0.4,0.43
1096,Brandon Myers,TB,TE,12,SEA,0.63,0.4,0,4.3,0,0,4,0,0,0,0,0,0,0,0.4,0.43
1096,Luke Stocker,TB,TE,13,LAC,0.78,0.5,0,4.3,0,0,4,0,0,0,0,0,0,0,0.4,0.43
1096,Ryan Hewitt,CIN,TE,17,BAL,0.78,0.5,0,4.3,0,0,4,0,0,0,0,0,0,0,0.4,0.43
1100,Phillip Supernaw,TEN,TE,4,HOU,0.64,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,Cole Wick,DET,TE,4,CHI,1.2,0.9,100,4.2,0,0,4,4,0,0,0,0,0,0,0.4,0.42
1100,MarQueis Gray,MIA,TE,6,PIT,1.4,0.8,100,4.2,0,0,4,4,0,0,0,0,0,0,0.4,0.42
1100,Seth DeValve,CLE,TE,8,NYJ,0.69,0.5,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,Matthew Mulligan,DET,TE,12,MIN,0.54,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,Clay Harbor,DET,TE,9,MIN,0.65,0.5,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,Randall Telfer,CLE,TE,9,DAL,0.52,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,Nick O'Leary,BUF,TE,13,LV,0.52,0.3,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,Rhett Ellison,MIN,TE,17,CHI,0.54,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,Nick O'Leary,BUF,TE,15,CLE,0.52,0.3,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1100,David Johnson,PIT,TE,16,BAL,0.46,0.3,0,4.2,0,0,0,0,0,0,0,0,0,0,0.4,0.42
1111,AJ Derby,DEN,TE,10,NO,0.54,0.4,0,4.1,0,0,4,0,0,0,0,0,0,0,0.4,0.41
1111,Clay Harbor,DET,TE,15,NYG,0.52,0.4,0,4.1,0,0,4,0,0,0,0,0,0,0,0.4,0.41
1111,Luke Stocker,TB,TE,16,NO,0.78,0.5,0,4.1,0,0,4,0,0,0,0,0,0,0,0.4,0.41
1111,Nick O'Leary,BUF,TE,16,MIA,0.52,0.3,0,4.1,0,0,4,0,0,0,0,0,0,0,0.4,0.41
1115,David Johnson,PIT,TE,1,WAS,0.62,0.4,0,4,0,0,4,0,0,0,0,0,0,0,0.4,0.4
1115,Brandon Bostick,NYJ,TE,4,SEA,1.28,0.8,100,4,0,0,4,4,0,0,0,0,0,0,0.4,0.4
1115,Daniel Brown,BAL,TE,7,NYJ,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.4,0.4
1115,Kellen Davis,NYJ,TE,6,ARI,0.72,0.5,0,4,0,0,4,0,0,0,0,0,0,0,0.4,0.4
1115,Luke Stocker,TB,TE,9,ATL,0.94,0.6,100,4,0,0,4,4,0,0,0,0,0,0,0.4,0.4
1115,Logan Paulsen,CHI,TE,15,GB,0.48,0.3,0,4,0,0,0,0,0,0,0,0,0,0,0.4,0.4
1115,Greg Scruggs,NE,TE,14,BAL,0.35,0.2,0,4,0,0,0,0,0,0,0,0,0,0,0.4,0.4
1115,Nick O'Leary,BUF,TE,14,PIT,0.52,0.3,0,4,0,0,4,0,0,0,0,0,0,0,0.4,0.4
1123,Levine Toilolo,ATL,TE,2,LV,0.79,0.5,0,3.9,0,0,4,0,0,0,0,0,0,0,0.4,0.39
1123,Darren Waller,BAL,TE,7,NYJ,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0.4,0.39
1123,Clay Harbor,DET,TE,6,LAR,0.52,0.4,0,3.9,0,0,4,0,0,0,0,0,0,0,0.4,0.39
1123,Matthew Mulligan,DET,TE,15,NYG,0.27,0.2,0,3.9,0,0,0,0,0,0,0,0,0,0,0.4,0.39
1123,Randall Telfer,CLE,TE,11,PIT,0.52,0.4,0,3.9,0,0,4,0,0,0,0,0,0,0,0.4,0.39
1123,Scott Simonson,CAR,TE,11,NO,0.59,0.4,0,3.9,0,0,4,0,0,0,0,0,0,0,0.4,0.39
1123,Matthew Mulligan,DET,TE,14,CHI,0.27,0.2,0,3.9,0,0,0,0,0,0,0,0,0,0,0.4,0.39
1130,Brandon Pettigrew,DET,TE,1,IND,0.66,0.4,0,3.8,0,0,4,0,0,0,0,0,0,0,0.4,0.38
1130,Luke Stocker,TB,TE,1,ATL,0.94,0.6,100,3.8,0,0,4,4,0,0,0,0,0,0,0.4,0.38
1130,Stephen Anderson,HOU,TE,2,KC,1.27,0.9,100,3.8,0,0,4,4,0,0,0,0,0,0,0.4,0.38
1130,Daniel Brown,BAL,TE,6,NYG,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0.4,0.38
1130,Jace Amaro,TEN,TE,12,CHI,0.43,0.3,0,3.8,0,0,0,0,0,0,0,0,0,0,0.4,0.38
1130,Gavin Escobar,DAL,TE,13,MIN,0.88,0.5,0,5.8,0,0,6,0,0,0,0,0,0.1,0.1,0.4,0.38
1130,Brandon Bostick,NYJ,TE,14,SF,0.8,0.5,0,3.8,0,0,4,0,0,0,0,0,0,0,0.4,0.38
1137,Brandon Bostick,NYJ,TE,1,CIN,0.48,0.3,0,3.7,0,0,0,0,0,0,0,0,0,0,0.4,0.37
1137,Darren Waller,BAL,TE,6,NYG,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0.4,0.37
1137,Brandon Bostick,NYJ,TE,8,CLE,0.48,0.3,0,3.7,0,0,0,0,0,0,0,0,0,0,0.4,0.37
1137,Brandon Bostick,NYJ,TE,9,MIA,0.64,0.4,0,3.7,0,0,4,0,0,0,0,0,0,0,0.4,0.37
1137,Randall Telfer,CLE,TE,10,BAL,0.52,0.4,0,3.7,0,0,4,0,0,0,0,0,0,0,0.4,0.37
1137,Ben Braunecker,CHI,TE,13,SF,0.39,0.3,0,3.7,0,0,0,0,0,0,0,0,0,0,0.4,0.37
1137,Greg Scruggs,NE,TE,17,MIA,0.35,0.2,0,3.7,0,0,0,0,0,0,0,0,0,0,0.4,0.37
1137,Nick O'Leary,BUF,TE,17,NYJ,0.52,0.3,0,3.7,0,0,4,0,0,0,0,0,0,0,0.4,0.37
1145,Chris Manhertz,NO,TE,2,NYG,0.39,0.3,0,3.6,0,0,0,0,0,0,0,0,0,0,0.4,0.36
1145,Erik Swoope,IND,TE,4,JAX,1.21,0.7,100,3.6,0,0,4,4,0,0,0,0,0,0,0.4,0.36
1145,Cole Wick,DET,TE,3,GB,1.07,0.8,100,3.6,0,0,4,4,0,0,0,0,0,0,0.4,0.36
1145,Randall Telfer,CLE,TE,7,CIN,0.52,0.4,0,3.6,0,0,4,0,0,0,0,0,0,0,0.4,0.36
1145,Scott Simonson,CAR,TE,12,LV,0.44,0.3,0,3.6,0,0,0,0,0,0,0,0,0,0,0.4,0.36
1145,Randall Telfer,CLE,TE,12,NYG,0.39,0.3,0,3.6,0,0,0,0,0,0,0,0,0,0,0.4,0.36
1145,Darren Waller,BAL,TE,9,PIT,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0.4,0.36
1145,Logan Paulsen,CHI,TE,10,TB,0.48,0.3,0,3.6,0,0,0,0,0,0,0,0,0,0,0.4,0.36
1145,Scott Simonson,CAR,TE,10,KC,0.29,0.2,0,3.6,0,0,0,0,0,0,0,0,0,0,0.4,0.36
1145,Brandon Bostick,NYJ,TE,13,IND,0.48,0.3,0,3.6,0,0,0,0,0,0,0,0,0,0,0.4,0.36
1145,Xavier Grimble,PIT,TE,15,CIN,0.52,0.3,0,3.6,0,0,4,0,0,0,0,0,0,0,0.4,0.36
1145,Clay Harbor,DET,TE,14,CHI,0.52,0.4,0,3.6,0,0,4,0,0,0,0,0,0,0,0.4,0.36
1157,Jim Dray,BUF,TE,2,NYJ,1.17,0.8,100,3.5,0,0,4,4,0,0,0,0,0,0,0.4,0.35
1157,Asante Cleveland,LAC,TE,9,TEN,0.34,0.2,0,3.5,0,0,0,0,0,0,0,0,0,0,0.4,0.35
1157,Matthew Mulligan,DET,TE,13,NO,0.27,0.2,0,3.5,0,0,0,0,0,0,0,0,0,0,0.4,0.35
1157,Ben Braunecker,CHI,TE,17,MIN,0.39,0.3,0,3.5,0,0,0,0,0,0,0,0,0,0,0.4,0.35
1161,Orson Charles,DET,TE,4,CHI,0.39,0.3,0,3.4,0,0,0,0,0,0,0,0,0,0,0.3,0.34
1161,Khari Lee,DET,TE,6,LAR,0.6,0.4,0,3.4,0,0,3,0,0,0,0,0,0,0,0.3,0.34
1161,Luke Stocker,TB,TE,8,LV,0.47,0.3,0,3.4,0,0,0,0,0,0,0,0,0,0,0.3,0.34
1161,Scott Simonson,CAR,TE,13,SEA,0.29,0.2,0,3.4,0,0,0,0,0,0,0,0,0,0,0.3,0.34
1161,James Hanna,DAL,TE,11,BAL,0.4,0.3,0,3.4,0,0,0,0,0,0,0,0,0,0,0.3,0.34
1166,Jim Dray,BUF,TE,3,ARI,1.02,0.7,100,3.3,0,0,3,3,0,0,0,0,0,0,0.3,0.33
1166,Stephen Anderson,HOU,TE,8,DET,1.13,0.8,100,3.3,0,0,3,3,0,0,0,0,0,0,0.3,0.33
1166,Matthew Mulligan,DET,TE,17,GB,0.27,0.2,0,3.3,0,0,0,0,0,0,0,0,0,0,0.3,0.33
1166,Ryan Hewitt,CIN,TE,16,HOU,0.62,0.4,0,3.3,0,0,3,0,0,0,0,0,0,0,0.3,0.33
1166,Temarrick Hemingway,LAR,TE,16,SF,0.3,0.2,0,3.3,0,0,0,0,0,0,0,0,0,0,0.3,0.33
1166,Orson Charles,DET,TE,5,PHI,1.19,0.9,100,3.3,0,0,3,3,0,0,0,0,0,0,0.3,0.33
1166,Xavier Grimble,PIT,TE,14,BUF,0.52,0.3,0,3.3,0,0,3,0,0,0,0,0,0,0,0.3,0.33
1173,David Johnson,PIT,TE,6,MIA,0.46,0.3,0,3.2,0,0,0,0,0,0,0,0,0,0,0.3,0.32
1173,James O'Shaughnessy,KC,TE,6,LV,0.17,0.1,0,3.2,0,0,0,0,0,0,0,0,0,0,0.3,0.32
1173,Scott Simonson,CAR,TE,9,LAR,0.29,0.2,0,3.2,0,0,0,0,0,0,0,0,0,0,0.3,0.32
1173,Nick Vannett,SEA,TE,9,BUF,0.43,0.3,0,3.2,0,0,0,0,0,0,0,0,0,0,0.3,0.32
1173,Matthew Mulligan,DET,TE,16,DAL,0.27,0.2,0,3.2,0,0,0,0,0,0,0,0,0,0,0.3,0.32
1173,Greg Scruggs,NE,TE,16,NYJ,0.35,0.2,0,3.2,0,0,0,0,0,0,0,0,0,0,0.3,0.32
1179,Phillip Supernaw,TEN,TE,1,MIN,0.48,0.3,0,3.1,0,0,0,0,0,0,0,0,0,0,0.3,0.31
1179,Jim Dray,BUF,TE,4,NE,1.02,0.7,100,3.1,0,0,3,3,0,0,0,0,0,0,0.3,0.31
1179,Orson Charles,DET,TE,7,WAS,1.06,0.8,100,3.1,0,0,3,3,0,0,0,0,0,0,0.3,0.31
1179,Clay Harbor,DET,TE,12,MIN,0.39,0.3,0,3.1,0,0,0,0,0,0,0,0,0,0,0.3,0.31
1179,Brandon Myers,TB,TE,13,LAC,0.31,0.2,0,3.1,0,0,0,0,0,0,0,0,0,0,0.3,0.31
1179,Logan Paulsen,CHI,TE,16,WAS,0.48,0.3,0,3.1,0,0,0,0,0,0,0,0,0,0,0.3,0.31
1179,David Johnson,PIT,TE,11,CLE,0.31,0.2,0,3.1,0,0,0,0,0,0,0,0,0,0,0.3,0.31
1186,Ryan Hewitt,CIN,TE,2,PIT,1.24,0.8,100,3,0,0,3,3,0,0,0,0,0,0,0.3,0.3
1186,Khari Lee,DET,TE,3,GB,0.45,0.3,0,3,0,0,0,0,0,0,0,0,0,0,0.3,0.3
1186,Ryan Hewitt,CIN,TE,12,BAL,0.46,0.3,0,3,0,0,0,0,0,0,0,0,0,0,0.3,0.3
1186,Luke Stocker,TB,TE,10,CHI,0.78,0.5,0,3,0,0,3,0,0,0,0,0,0,0,0.3,0.3
1190,Justin Perillo,GB,TE,3,DET,0.35,0.2,0,2.9,0,0,0,0,0,0,0,0,0,0,0.3,0.29
1190,Ben Braunecker,CHI,TE,8,MIN,0.13,0.1,0,2.9,0,0,0,0,0,0,0,0,0,0,0.3,0.29
1190,Cory Harkey,LAR,TE,13,NE,0.34,0.2,0,2.9,0,0,0,0,0,0,0,0,0,0,0.3,0.29
1190,Brandon Bostick,NYJ,TE,5,PIT,0.48,0.3,0,2.9,0,0,0,0,0,0,0,0,0,0,0.3,0.29
1190,Nick Vannett,SEA,TE,14,GB,0.29,0.2,0,2.9,0,0,0,0,0,0,0,0,0,0,0.3,0.29
1195,Erik Swoope,IND,TE,3,LAC,1.21,0.7,100,2.8,0,0,3,3,0,0,0,0,0,0,0.3,0.28
1195,Troy Niklas,ARI,TE,3,BUF,0.26,0.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1195,Jerell Adams,NYG,TE,3,WAS,0.13,0.1,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1195,Connor Hamlett,CLE,TE,7,CIN,1.21,0.8,100,2.8,0,0,3,3,0,0,0,0,0,0,0.3,0.28
1195,Ben Braunecker,CHI,TE,7,GB,0.13,0.1,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1195,Jerell Adams,NYG,TE,9,PHI,0.27,0.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1195,David Johnson,PIT,TE,10,DAL,0.46,0.3,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1195,Justin Perillo,GB,TE,11,WAS,0.35,0.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1195,Brandon Myers,TB,TE,14,NO,0.31,0.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1195,Alex Ellis,JAX,TE,14,MIN,0.16,0.1,0,2.8,0,0,0,0,0,0,0,0,0,0,0.3,0.28
1205,MarQueis Gray,MIA,TE,1,SEA,0.7,0.4,0,2.7,0,0,3,0,0,0,0,0,0,0,0.3,0.27
1205,Sean McGrath,LAC,TE,2,JAX,0.66,0.5,0,2.7,0,0,3,0,0,0,0,0,0,0,0.3,0.27
1205,Stephen Anderson,HOU,TE,7,DEN,1.13,0.8,100,2.7,0,0,3,3,0,0,0,0,0,0,0.3,0.27
1205,Derek Carrier,WAS,TE,12,DAL,0.45,0.3,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1205,Brandon Bostick,NYJ,TE,10,LAR,0.32,0.2,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1205,Greg Scruggs,NE,TE,13,LAR,0.17,0.1,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1205,Temarrick Hemingway,LAR,TE,17,ARI,0.15,0.1,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1205,Jeff Heuerman,DEN,TE,15,NE,0.13,0.1,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1205,Ben Braunecker,CHI,TE,15,GB,0.26,0.2,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1205,Clay Harbor,DET,TE,11,JAX,0.26,0.2,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1205,Connor Hamlett,CLE,TE,14,CIN,0.45,0.3,0,2.7,0,0,0,0,0,0,0,0,0,0,0.3,0.27
1216,Justin Perillo,GB,TE,1,JAX,0.17,0.1,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Brandon Bostick,NYJ,TE,3,KC,0.32,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,David Johnson,PIT,TE,7,NE,0.31,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Brandon Bostick,NYJ,TE,6,ARI,1.12,0.7,100,2.6,0,0,3,3,0,0,0,0,0,0,0.3,0.26
1216,Jim Dray,BUF,TE,6,SF,1.17,0.8,100,2.6,0,0,3,3,0,0,0,0,0,0,0.3,0.26
1216,Orson Charles,DET,TE,6,LAR,1.06,0.8,100,2.6,0,0,3,3,0,0,0,0,0,0,0.3,0.26
1216,Ben Braunecker,CHI,TE,6,JAX,0.13,0.1,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Brandon Williams,SEA,TE,12,TB,0.27,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,John Phillips,DEN,TE,9,LV,0.27,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,James O'Shaughnessy,KC,TE,9,JAX,0.17,0.1,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Cory Harkey,LAR,TE,10,NYJ,0.34,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Ben Braunecker,CHI,TE,10,TB,0.13,0.1,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Sean McGrath,LAC,TE,13,TB,0.26,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Ryan Hewitt,CIN,TE,15,PIT,0.46,0.3,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Brandon Myers,TB,TE,16,NO,0.31,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1216,Ben Braunecker,CHI,TE,16,WAS,0.26,0.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0.3,0.26
1232,Nick O'Leary,BUF,TE,4,NE,0.35,0.2,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,Khari Lee,DET,TE,7,WAS,0.3,0.2,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,Connor Hamlett,CLE,TE,6,TEN,1.06,0.7,100,2.5,0,0,2,2,0,0,0,0,0,0,0.2,0.25
1232,Randall Telfer,CLE,TE,8,NYJ,0.39,0.3,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,Cory Harkey,LAR,TE,12,NO,0.51,0.3,0,2.5,0,0,2,0,0,0,0,0,0,0,0.2,0.25
1232,MyCole Pruitt,MIN,TE,12,DET,0.43,0.3,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,David Johnson,PIT,TE,13,NYG,0.31,0.2,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,Phillip Supernaw,TEN,TE,17,HOU,0.16,0.1,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,Connor Hamlett,CLE,TE,17,PIT,0.3,0.2,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,Clay Harbor,DET,TE,16,DAL,0.39,0.3,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1232,David Johnson,PIT,TE,14,BUF,0.31,0.2,0,2.5,0,0,0,0,0,0,0,0,0,0,0.2,0.25
1243,Brandon Williams,SEA,TE,2,LAR,0.13,0.1,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Ryan Hewitt,CIN,TE,8,WAS,0.15,0.1,0,1.6,0,0,0,0,0.2,0.8,0,0,0,0,0.2,0.24
1243,Sean McGrath,LAC,TE,12,HOU,0.26,0.2,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,MyCole Pruitt,MIN,TE,13,DAL,0.43,0.3,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Khari Lee,DET,TE,13,NO,0.45,0.3,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Luke Stocker,TB,TE,15,DAL,0.62,0.4,0,2.4,0,0,2,0,0,0,0,0,0,0,0.2,0.24
1243,Sean McGrath,LAC,TE,15,LV,0.13,0.1,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Connor Hamlett,CLE,TE,15,BUF,0.3,0.2,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Nick Vannett,SEA,TE,15,LAR,0.29,0.2,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Matt Lengel,NE,TE,16,NYJ,0.26,0.2,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Brandon Williams,SEA,TE,11,PHI,0.27,0.2,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Ben Braunecker,CHI,TE,11,NYG,0.26,0.2,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Ben Braunecker,CHI,TE,5,IND,0.13,0.1,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Sean McGrath,LAC,TE,14,CAR,0.13,0.1,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1243,Jeff Heuerman,DEN,TE,14,TEN,0.13,0.1,0,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.24
1258,Nick O'Leary,BUF,TE,1,BAL,0.17,0.1,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Seth DeValve,CLE,TE,1,PHI,0.27,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Jerell Adams,NYG,TE,2,NO,0.13,0.1,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Brandon Williams,SEA,TE,7,ARI,0.27,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Josh Hill,NO,TE,6,CAR,0.31,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Brandon Bostick,NYJ,TE,12,NE,0.32,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Brandon Williams,SEA,TE,13,CAR,0.13,0.1,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Clay Harbor,DET,TE,17,GB,0.26,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Logan Paulsen,CHI,TE,17,MIN,0.32,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Sean McGrath,LAC,TE,17,KC,0.13,0.1,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,MyCole Pruitt,CHI,TE,17,MIN,0.28,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
1258,Khari Lee,DET,TE,17,GB,0.3,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.23
