PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
Austin Ekeler,LAC,RB,1,MIA,0,0,0,14.09,63.68,0.8,4.59,38,0.3,0,0,0,16,117,0,4,47,0,16.77,21.36,19.06,16.4,20.4,18.4,0,0,0,1.91,53.32,-0.8,-0.59,9,-0.3,-0.37,-0.96,-0.66
Bijan Robinson,ATL,RB,1,CAR,0,0,0,19.5,91.44,0.69,2.56,18.47,0.14,0,0,0,10,56,0,6,27,1,15.97,18.53,17.25,14.3,20.3,17.3,0,0,0,-9.5,-35.44,-0.69,3.44,8.53,0.86,-1.67,1.77,0.05
Nick Chubb,CLE,RB,1,CIN,0,0,0,20.46,100.17,0.7,1.63,11.47,0.07,0,0,0,18,106,0,4,21,0,15.78,17.41,16.6,12.7,16.7,14.7,0,0,0,-2.46,5.83,-0.7,2.37,9.53,-0.07,-3.08,-0.71,-1.89
Rhamondre Stevenson,NE,RB,1,PHI,0,0,0,15.57,69.78,0.5,2.88,18.91,0.12,0,0,0,12,25,0,6,64,0,12.59,15.47,14.03,8.9,14.9,11.9,0,0,0,-3.57,-44.78,-0.5,3.12,45.09,-0.12,-3.69,-0.57,-2.13
Tony Pollard,DAL,RB,1,NYG,0,0,0,18.23,89.46,0.64,2.62,21.22,0.15,0,0,0,14,70,0,2,12,0,15.81,18.43,17.12,8.2,10.2,9.2,0,0,0,-4.23,-19.46,-0.64,-0.62,-9.22,-0.15,-7.61,-8.23,-7.92
Christian McCaffrey,SF,RB,1,PIT,0,0,0,13.6,62.68,0.48,4.99,39.95,0.31,0,0,0,22,152,0,3,17,0,15,19.99,17.5,16.9,19.9,18.4,0,0,0,8.4,89.32,-0.48,-1.99,-22.95,-0.31,1.9,-0.09,0.9
Saquon Barkley,NYG,RB,1,DAL,0,0,0,18.51,84.64,0.6,3.14,21.5,0.11,0,0,0,12,51,0,3,12,0,14.87,18.01,16.44,6.3,9.3,7.8,0,0,0,-6.51,-33.64,-0.6,-0.14,-9.5,-0.11,-8.57,-8.71,-8.64
Derrick Henry,TEN,RB,1,NO,0,0,0,19.32,89.3,0.56,1.37,10.57,0.05,0,0,0,15,63,0,2,56,0,13.65,15.02,14.34,11.9,13.9,12.9,0,0,0,-4.32,-26.3,-0.56,0.63,45.43,-0.05,-1.75,-1.12,-1.44
Jamaal Williams,NO,RB,1,TEN,0,0,0,18.57,77.26,0.65,2,12.98,0.08,0,0,0,18,45,0,2,7,0,13.4,15.4,14.4,5.2,7.2,6.2,0,0,0,-0.57,-32.26,-0.65,0,-5.98,-0.08,-8.2,-8.2,-8.2
Josh Jacobs,LV,RB,1,DEN,0,0,0,17.12,79.51,0.57,2.05,13.21,0.09,0,0,0,19,48,0,2,23,0,13.23,15.28,14.26,7.1,9.1,8.1,0,0,0,1.88,-31.51,-0.57,-0.05,9.79,-0.09,-6.13,-6.18,-6.16
Alexander Mattison,MIN,RB,1,TB,0,0,0,16.75,73.55,0.53,2.13,13.41,0.11,0,0,0,11,34,0,3,10,1,12.54,14.67,13.6,10.4,13.4,11.9,0,0,0,-5.75,-39.55,-0.53,0.87,-3.41,0.89,-2.14,-1.27,-1.7
Kenneth Walker,SEA,RB,1,LA,0,0,0,16.7,76,0.63,1.06,7.66,0.05,0,0,0,12,64,0,4,3,0,12.45,13.51,12.98,6.7,10.7,8.7,0,0,0,-4.7,-12,-0.63,2.94,-4.66,-0.05,-5.75,-2.81,-4.28
Joe Mixon,CIN,RB,1,CLE,0,0,0,14.93,65.65,0.53,2.41,15.9,0.11,0,0,0,13,56,0,3,17,0,12,14.41,13.2,7.3,10.3,8.8,0,0,0,-1.93,-9.65,-0.53,0.59,1.1,-0.11,-4.7,-4.11,-4.4
Travis Etienne,JAC,RB,1,IND,0,0,0,14.77,66.93,0.51,2.09,15.96,0.11,0,0,0,18,77,0,5,27,0,12.01,14.1,13.06,10.4,15.4,12.9,0,0,0,3.23,10.07,-0.51,2.91,11.04,-0.11,-1.61,1.3,-0.15
JK Dobbins,BAL,RB,1,HOU,0,0,0,16.38,76.27,0.62,1.26,8.83,0.1,0,0,0,8,22,0,2,15,0,12.83,14.09,13.46,3.7,5.7,4.7,0,0,0,-8.38,-54.27,-0.62,0.74,6.17,-0.1,-9.13,-8.39,-8.76
James Conner,ARI,RB,1,WSH,0,0,0,16.98,71.9,0.49,1.84,14.16,0.06,0,0,0,14,62,0,5,8,0,11.91,13.75,12.83,7,12,9.5,0,0,0,-2.98,-9.9,-0.49,3.16,-6.16,-0.06,-4.91,-1.75,-3.33
Najee Harris,PIT,RB,1,SF,0,0,0,17.06,69.53,0.49,2.2,13.08,0.09,0,0,0,6,31,0,2,2,0,11.74,13.94,12.84,3.3,5.3,4.3,0,0,0,-11.06,-38.53,-0.49,-0.2,-11.08,-0.09,-8.44,-8.64,-8.54
Aaron Jones,GB,RB,1,CHI,0,0,0,13.21,67.86,0.43,2.5,18.03,0.1,0,0,0,9,41,0,2,86,1,11.77,14.27,13.02,18.7,20.7,19.7,0,0,0,-4.21,-26.86,-0.43,-0.5,67.97,0.9,6.93,6.43,6.68
Raheem Mostert,MIA,RB,1,LAC,0,0,0,13.92,67.57,0.45,1.98,14.39,0.1,0,0,0,10,37,0,2,13,0,11.5,13.48,12.49,5,7,6,0,0,0,-3.92,-30.57,-0.45,0.02,-1.39,-0.1,-6.5,-6.48,-6.49
Rachaad White,TB,RB,1,MIN,0,0,0,15.32,64.82,0.42,2.66,17.7,0.11,0,0,0,17,39,0,2,10,0,11.43,14.09,12.76,4.9,6.9,5.9,0,0,0,1.68,-25.82,-0.42,-0.66,-7.7,-0.11,-6.53,-7.19,-6.86
Cam Akers,LA,RB,1,SEA,0,0,0,15.78,70.82,0.38,1.4,11.58,0.07,0,0,0,22,29,0,0,0,0,10.94,12.34,11.64,2.9,2.9,2.9,0,0,0,6.22,-41.82,-0.38,-1.4,-11.58,-0.07,-8.04,-9.44,-8.74
Miles Sanders,CAR,RB,1,ATL,0,0,0,14.37,66.69,0.38,2.05,13.24,0.08,0,0,0,18,72,0,4,26,0,10.75,12.8,11.78,9.8,13.8,11.8,0,0,0,3.63,5.31,-0.38,1.95,12.76,-0.08,-0.95,1,0.03
Dameon Pierce,HOU,RB,1,BAL,0,0,0,18.44,79.16,0.39,1.75,11.3,0.07,0,0,0,11,38,0,2,9,0,11.81,13.56,12.68,4.7,6.7,5.7,0,0,0,-7.44,-41.16,-0.39,0.25,-2.3,-0.07,-7.11,-6.86,-6.98
Samaje Perine,DEN,RB,1,LV,0,0,0,14.46,61.84,0.42,1.72,12.68,0.1,0,0,0,8,41,0,4,37,0,10.57,12.29,11.43,7.8,11.8,9.8,0,0,0,-6.46,-20.84,-0.42,2.28,24.32,-0.1,-2.77,-0.49,-1.63
David Montgomery,DET,RB,1,KC,0,0,0,13.19,54.14,0.44,1.95,16.98,0.1,0,0,0,21,74,0,0,0,0,10.35,12.3,11.32,7.4,7.4,7.4,0,0,0,7.81,19.86,-0.44,-1.95,-16.98,-0.1,-2.95,-4.9,-3.92
Jahmyr Gibbs,DET,RB,1,KC,0,0,0,10.55,46.2,0.37,3.1,24.09,0.17,0,0,0,7,42,0,2,18,0,10.27,13.37,11.82,6,8,7,0,0,0,-3.55,-4.2,-0.37,-1.1,-6.09,-0.17,-4.27,-5.37,-4.82
