PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
TJ Hockenson,MIN,TE,2,PHI,0,0,0,0,0,0,4.95,46.58,0.33,0,0,0,0,0,0,7,66,2,6.64,11.59,9.12,18.6,25.6,22.1,0,0,0,0,0,0,2.05,19.42,1.67,11.96,14.01,12.99
Dallas Goedert,PHI,TE,2,MIN,0,0,0,0,0,0,3.74,44.3,0.25,0,0,0,0,0,0,6,22,0,5.93,9.67,7.8,2.2,8.2,5.2,0,0,0,0,0,0,2.26,-22.3,-0.25,-3.73,-1.47,-2.6
Josh Oliver,MIN,TE,2,PHI,0,0,0,0,0,0,1.23,11.36,0.08,0,0,0,0,0,0,2,13,0,1.62,2.85,2.24,1.3,3.3,2.3,0,0,0,0,0,0,0.77,1.64,-0.08,-0.32,0.45,0.06
Travis Kelce,KC,TE,2,JAC,0,0,0,0,0,0,6.74,81.7,0.72,0,0,0,0,0,0,4,26,1,12.49,19.23,15.86,8.6,12.6,10.6,0,0,0,0,0,0,-2.74,-55.7,0.28,-3.89,-6.63,-5.26
Mark Andrews,BAL,TE,2,CIN,0,0,0,0,0,0,5.2,55.12,0.41,0,0,0,0,0,0,5,45,1,7.97,13.17,10.57,10.5,15.5,13,0,0,0,0,0,0,-0.2,-10.12,0.59,2.53,2.33,2.43
Sam LaPorta,DET,TE,2,SEA,0,0,0,0,0,0,3.27,39.89,0.31,0,0,0,0,0,0,5,63,0,5.85,9.12,7.48,6.3,11.3,8.8,0,0,0,0,0,0,1.73,23.11,-0.31,0.45,2.18,1.32
Luke Musgrave,GB,TE,2,ATL,0,0,0,0,0,0,3.92,42.08,0.25,0,0,0,0,0,0,2,25,0,5.71,9.63,7.67,2.5,4.5,3.5,0,0,0,0,0,0,-1.92,-17.08,-0.25,-3.21,-5.13,-4.17
Dalton Schultz,HOU,TE,2,IND,0,0,0,0,0,0,3.88,38.87,0.27,0,0,0,0,0,0,4,34,0,5.51,9.39,7.45,3.4,7.4,5.4,0,0,0,0,0,0,0.12,-4.87,-0.27,-2.11,-1.99,-2.05
Kyle Pitts,ATL,TE,2,GB,0,0,0,0,0,0,3.05,38.17,0.23,0,0,0,0,0,0,2,15,0,5.2,8.25,6.72,1.5,3.5,2.5,0,0,0,0,0,0,-1.05,-23.17,-0.23,-3.7,-4.75,-4.22
Dalton Kincaid,BUF,TE,2,LV,0,0,0,0,0,0,3.48,34.82,0.28,0,0,0,0,0,0,5,43,0,5.16,8.64,6.9,4.3,9.3,6.8,0,0,0,0,0,0,1.52,8.18,-0.28,-0.86,0.66,-0.1
Evan Engram,JAC,TE,2,KC,0,0,0,0,0,0,3.48,34.19,0.25,0,0,0,0,0,0,6,57,0,4.92,8.4,6.66,5.7,11.7,8.7,0,0,0,0,0,0,2.52,22.81,-0.25,0.78,3.3,2.04
Dawson Knox,BUF,TE,2,LV,0,0,0,0,0,0,3.01,31.83,0.28,0,0,0,0,0,0,3,10,1,4.86,7.87,6.36,7,10,8.5,0,0,0,0,0,0,-0.01,-21.83,0.72,2.14,2.13,2.13
Chigoziem Okonkwo,TEN,TE,2,LAC,0,0,0,0,0,0,2.83,35.8,0.2,0,0,0,0,0,0,4,35,0,4.78,7.61,6.2,3.5,7.5,5.5,0,0,0,0,0,0,1.17,-0.8,-0.2,-1.28,-0.11,-0.7
Gerald Everett,LAC,TE,2,TEN,0,0,0,0,0,0,2.95,30.03,0.26,0,0,0,0,0,0,3,47,0,4.56,7.51,6.04,4.7,7.7,6.2,0,0,0,0,0,0,0.05,16.97,-0.26,0.14,0.19,0.17
Irv Smith,CIN,TE,2,BAL,0,0,0,0,0,0,3.4,27.85,0.28,0,0,0,0,0,0,2,10,0,4.46,7.86,6.16,1,3,2,0,0,0,0,0,0,-1.4,-17.85,-0.28,-3.46,-4.86,-4.16
Austin Hooper,LV,TE,2,BUF,0,0,0,0,0,0,3.39,30.93,0.17,0,0,0,0,0,0,2,20,0,4.11,7.5,5.81,2,4,3,0,0,0,0,0,0,-1.39,-10.93,-0.17,-2.11,-3.5,-2.81
Cole Kmet,CHI,TE,2,TB,0,0,0,0,0,0,2.7,27.87,0.21,0,0,0,0,0,0,4,38,0,4.05,6.75,5.4,3.8,7.8,5.8,0,0,0,0,0,0,1.3,10.13,-0.21,-0.25,1.05,0.4
Colby Parkinson,SEA,TE,2,DET,0,0,0,0,0,0,2.27,24.17,0.18,0,0,0,0,0,0,2,41,0,3.5,5.77,4.64,4.1,6.1,5.1,0,0,0,0,0,0,-0.27,16.83,-0.18,0.6,0.33,0.46
Cade Otton,TB,TE,2,CHI,0,0,0,0,0,0,2.34,23.05,0.16,0,0,0,0,0,0,6,41,0,3.26,5.6,4.43,4.1,10.1,7.1,0,0,0,0,0,0,3.66,17.95,-0.16,0.84,4.5,2.67
