PlayerName,Team,Position,Week,Opponent,ProjPassYd,ProjPassTD,ProjPassINT,ProjRushAtt,ProjRushYd,ProjRushTD,ProjRecCount,ProjRecYd,ProjRecTD,ActualPassYd,ActualPassTD,ActualPassINT,ActualRushAtt,ActualRushYd,ActualRushTD,ActualRecCount,ActualRecYd,ActualRecTD,FanProjStd,FanProjPPR1,FanProjPPRHalf,FanActualStd,FanActualPPR1,FanActualPPRHalf,DiffPassYds,DiffPassTD,DiffPassINT,DiffRushAtt,DiffRushYd,DiffRushTD,DiffRecCount,DiffRecYd,DiffRecTD,DiffStandard,DiffPPR1,DiffPPRHalf
George Kittle,SF,TE,3,NYG,0,0,0,0,0,0,4.27,50.13,0.37,0,0,0,0,0,0,7,90,0,7.23,11.5,9.36,9,16,12.5,0,0,0,0,0,0,2.73,39.87,-0.37,1.77,4.5,3.14
Darren Waller,NYG,TE,3,SF,0,0,0,0,0,0,4.83,50.36,0.22,0,0,0,0,0,0,3,20,0,6.36,11.19,8.78,2,5,3.5,0,0,0,0,0,0,-1.83,-30.36,-0.22,-4.36,-6.19,-5.28
Daniel Bellinger,NYG,TE,3,SF,0,0,0,0,0,0,0.22,1.9,0.01,0,0,0,0,0,0,1,8,0,0.25,0.47,0.36,0.8,1.8,1.3,0,0,0,0,0,0,0.78,6.1,-0.01,0.55,1.33,0.94
Mark Andrews,BAL,TE,3,IND,0,0,0,0,0,0,5.56,58.91,0.55,0,0,0,0,0,0,4,35,0,9.19,14.75,11.97,3.5,7.5,5.5,0,0,0,0,0,0,-1.56,-23.91,-0.55,-5.69,-7.25,-6.47
TJ Hockenson,MIN,TE,3,LAC,0,0,0,0,0,0,5.08,51.87,0.48,0,0,0,0,0,0,8,78,0,8.07,13.15,10.61,7.8,15.8,11.8,0,0,0,0,0,0,2.92,26.13,-0.48,-0.27,2.65,1.19
Taysom Hill,NO,TE,3,GB,0,0,0,5.02,24.44,0.6,1.34,12.87,0.08,0,0,0,4,12,0,1,9,0,7.81,9.15,8.48,2.1,3.1,2.6,0,0,0,-1.02,-12.44,-0.6,-0.34,-3.87,-0.08,-5.71,-6.05,-5.88
Evan Engram,JAC,TE,3,HOU,0,0,0,0.28,1.83,0.01,4.53,46.02,0.34,0,0,0,0,0,0,7,67,0,6.89,11.42,9.15,6.7,13.7,10.2,0,0,0,-0.28,-1.83,-0.01,2.47,20.98,-0.34,-0.19,2.28,1.04
Sam LaPorta,DET,TE,3,ATL,0,0,0,0,0,0,3.87,43.51,0.35,0,0,0,0,0,0,8,84,1,6.45,10.32,8.38,14.4,22.4,18.4,0,0,0,0,0,0,4.13,40.49,0.65,7.95,12.08,10.01
Kyle Pitts,ATL,TE,3,DET,0,0,0,0,0,0,3.28,44.35,0.24,0,0,0,1,-4,0,5,41,0,5.88,9.16,7.52,3.7,8.7,6.2,0,0,0,1,-4,0,1.72,-3.35,-0.24,-2.18,-0.46,-1.32
Gerald Everett,LAC,TE,3,MIN,0,0,0,0,0,0,3.41,35.06,0.34,0,0,0,0,0,0,6,30,0,5.55,8.96,7.26,3,9,6,0,0,0,0,0,0,2.59,-5.06,-0.34,-2.55,0.04,-1.25
Dalton Schultz,HOU,TE,3,JAC,0,0,0,0,0,0,3.76,39.19,0.24,0,0,0,0,0,0,1,9,0,5.36,9.12,7.24,0.9,1.9,1.4,0,0,0,0,0,0,-2.76,-30.19,-0.24,-4.46,-7.22,-5.84
Hunter Henry,NE,TE,3,NYJ,0,0,0,0,0,0,3.37,36.38,0.23,0,0,0,0,0,0,2,17,0,5.02,8.39,6.7,1.7,3.7,2.7,0,0,0,0,0,0,-1.37,-19.38,-0.23,-3.32,-4.69,-4
Dalton Kincaid,BUF,TE,3,WSH,0,0,0,0,0,0,3.25,31.57,0.24,0,0,0,0,0,0,2,3,0,4.6,7.85,6.22,0.3,2.3,1.3,0,0,0,0,0,0,-1.25,-28.57,-0.24,-4.3,-5.55,-4.92
David Njoku,CLE,TE,3,TEN,0,0,0,0,0,0,2.74,32.45,0.21,0,0,0,0,0,0,4,20,0,4.5,7.24,5.87,2,6,4,0,0,0,0,0,0,1.26,-12.45,-0.21,-2.5,-1.24,-1.87
